ts,tenant,latency_ms,status,phase
1784411699.813,default-org,53.558,200,measure
1784411699.867,default-org,55.992,200,measure
1784411699.923,default-org,52.17,200,measure
1784411699.975,default-org,100.464,200,measure
1784411700.076,default-org,102.476,200,measure
1784411700.178,default-org,83.433,200,measure
1784411700.262,default-org,55.354,200,measure
1784411700.317,default-org,56.071,200,measure
1784411700.373,default-org,59.371,200,measure
1784411700.432,default-org,57.332,200,measure
1784411700.49,default-org,52.433,200,measure
1784411700.542,default-org,58.803,200,measure
1784411700.601,default-org,59.961,200,measure
1784411700.661,default-org,59.412,200,measure
1784411700.72,default-org,53.654,200,measure
1784411700.774,default-org,56.155,200,measure
1784411700.83,default-org,53.092,200,measure
1784411700.883,default-org,58.41,200,measure
1784411700.942,default-org,52.921,200,measure
1784411700.995,default-org,55.717,200,measure
1784411701.051,default-org,63.818,200,measure
1784411701.114,default-org,96.045,200,measure
1784411701.21,default-org,91.898,200,measure
1784411701.302,default-org,111.133,200,measure
1784411701.414,default-org,127.779,200,measure
1784411701.541,default-org,141.561,200,measure
1784411701.683,default-org,126.733,200,measure
1784411701.81,default-org,121.74,200,measure
1784411701.931,default-org,117.174,200,measure
1784411702.049,default-org,122.614,200,measure
1784411702.171,default-org,133.149,200,measure
1784411702.304,default-org,130.381,200,measure
1784411702.435,default-org,65.966,200,measure
1784411702.501,default-org,133.075,200,measure
1784411702.634,default-org,57.312,200,measure
1784411702.691,default-org,59.162,200,measure
1784411702.75,default-org,63.035,200,measure
1784411702.814,default-org,61.601,200,measure
1784411702.875,default-org,63.64,200,measure
1784411702.939,default-org,60.615,200,measure
1784411702.999,default-org,56.762,200,measure
1784411703.056,default-org,54.37,200,measure
1784411703.111,default-org,84.88,200,measure
1784411703.196,default-org,91.046,200,measure
1784411703.287,default-org,51.419,200,measure
1784411703.338,default-org,78.437,200,measure
1784411703.416,default-org,55.123,200,measure
1784411703.472,default-org,64.239,200,measure
1784411703.536,default-org,60.537,200,measure
1784411703.596,default-org,62.975,200,measure
1784411703.659,default-org,76.611,200,measure
1784411703.736,default-org,71.906,200,measure
1784411703.808,default-org,59.299,200,measure
1784411703.867,default-org,57.169,200,measure
1784411703.925,default-org,54.447,200,measure
1784411703.979,default-org,58.868,200,measure
1784411704.038,default-org,55.452,200,measure
1784411704.093,default-org,66.524,200,measure
1784411704.16,default-org,58.881,200,measure
1784411704.219,default-org,55.759,200,measure
1784411704.275,default-org,86.097,200,measure
1784411704.361,default-org,62.484,200,measure
1784411704.423,default-org,53.15,200,measure
1784411704.476,default-org,61.74,200,measure
1784411704.538,default-org,54.863,200,measure
1784411704.593,default-org,79.192,200,measure
1784411704.672,default-org,54.947,200,measure
1784411704.727,default-org,56.865,200,measure
